,complexity,trueFunction,seed,tableLength,numGenerations,inferredFunc,numInputParameters
658,2,"add(i0,add(r2,r0))",3,20,200,"add(i0, add(r2, r0))",2
659,2,"add(i0,add(r2,r0))",3,20,300,"add(i0, add(r2, r0))",2
660,2,"add(i0,add(r2,r0))",3,40,100,"add(r2, add(r0, i0))",2
661,2,"add(i0,add(r2,r0))",3,40,200,"add(r2, add(r0, i0))",2
662,2,"add(i0,add(r2,r0))",3,40,300,"add(r2, add(r0, i0))",2
663,2,"add(i0,add(r2,r0))",3,60,100,"add(r0, add(i0, r2))",2
664,2,"add(i0,add(r2,r0))",3,60,200,"add(r0, add(i0, r2))",2
665,2,"add(i0,add(r2,r0))",3,60,300,"add(r0, add(i0, r2))",2
666,2,"add(i0,add(r2,r0))",4,20,100,"add(9, r2)",2
667,2,"add(i0,add(r2,r0))",4,20,200,"add(10, r2)",2
668,2,"add(i0,add(r2,r0))",4,20,300,"add(i0, add(r0, r2))",2
669,2,"add(i0,add(r2,r0))",4,40,100,"add(i1, add(i0, r2))",2
670,2,"add(i0,add(r2,r0))",4,40,200,"add(10, r2)",2
671,2,"add(i0,add(r2,r0))",4,40,300,"add(10, r2)",2
672,2,"add(i0,add(r2,r0))",4,60,100,"add(i0, add(r2, r0))",2
673,2,"add(i0,add(r2,r0))",4,60,200,"add(i0, add(r2, r0))",2
674,2,"add(i0,add(r2,r0))",4,60,300,"add(i0, add(r2, r0))",2
675,3,"add(i0,sub(r2,add(r2,r0)))",0,20,100,"add(i0, mul(-1, r0))",2
676,3,"add(i0,sub(r2,add(r2,r0)))",0,20,200,"add(i0, mul(-1, r0))",2
677,3,"add(i0,sub(r2,add(r2,r0)))",0,20,300,"add(i0, mul(-1, r0))",2
678,3,"add(i0,sub(r2,add(r2,r0)))",0,40,100,"add(i0, mul(-1, r0))",2
679,3,"add(i0,sub(r2,add(r2,r0)))",0,40,200,"add(i0, mul(-1, r0))",2
680,3,"add(i0,sub(r2,add(r2,r0)))",0,40,300,"add(i0, mul(-1, r0))",2
681,3,"add(i0,sub(r2,add(r2,r0)))",0,60,100,"add(i0, mul(-1, r0))",2
682,3,"add(i0,sub(r2,add(r2,r0)))",0,60,200,"add(i0, mul(-1, r0))",2
683,3,"add(i0,sub(r2,add(r2,r0)))",0,60,300,"add(i0, mul(-1, r0))",2
684,3,"add(i0,sub(r2,add(r2,r0)))",1,20,100,"add(i0, mul(-1, r0))",2
685,3,"add(i0,sub(r2,add(r2,r0)))",1,20,200,"add(i0, mul(-1, r0))",2
686,3,"add(i0,sub(r2,add(r2,r0)))",1,20,300,"add(i0, mul(-1, r0))",2
687,3,"add(i0,sub(r2,add(r2,r0)))",1,40,100,"add(i0, mul(-1, r0))",2
688,3,"add(i0,sub(r2,add(r2,r0)))",1,40,200,"add(i0, mul(-1, r0))",2
689,3,"add(i0,sub(r2,add(r2,r0)))",1,40,300,"add(i0, mul(-1, r0))",2
690,3,"add(i0,sub(r2,add(r2,r0)))",1,60,100,"add(i0, mul(-1, r0))",2
691,3,"add(i0,sub(r2,add(r2,r0)))",1,60,200,"add(i0, mul(-1, r0))",2
692,3,"add(i0,sub(r2,add(r2,r0)))",1,60,300,"add(i0, mul(-1, r0))",2
693,3,"add(i0,sub(r2,add(r2,r0)))",2,20,100,"add(i0, mul(-1, r0))",2
694,3,"add(i0,sub(r2,add(r2,r0)))",2,20,200,"add(i0, mul(-1, r0))",2
695,3,"add(i0,sub(r2,add(r2,r0)))",2,20,300,"add(i0, mul(-1, r0))",2
696,3,"add(i0,sub(r2,add(r2,r0)))",2,40,100,"add(i0, mul(-1, r0))",2
697,3,"add(i0,sub(r2,add(r2,r0)))",2,40,200,"add(i0, mul(-1, r0))",2
698,3,"add(i0,sub(r2,add(r2,r0)))",2,40,300,"add(i0, mul(-1, r0))",2
699,3,"add(i0,sub(r2,add(r2,r0)))",2,60,100,"add(i0, mul(-1, r0))",2
700,3,"add(i0,sub(r2,add(r2,r0)))",2,60,200,"add(i0, mul(-1, r0))",2
701,3,"add(i0,sub(r2,add(r2,r0)))",2,60,300,"add(i0, mul(-1, r0))",2
702,3,"add(i0,sub(r2,add(r2,r0)))",3,20,100,"add(i0, mul(-1, r0))",2
703,3,"add(i0,sub(r2,add(r2,r0)))",3,20,200,"add(i0, mul(-1, r0))",2
704,3,"add(i0,sub(r2,add(r2,r0)))",3,20,300,"add(i0, mul(-1, r0))",2
705,3,"add(i0,sub(r2,add(r2,r0)))",3,40,100,"add(i0, mul(-1, r0))",2
706,3,"add(i0,sub(r2,add(r2,r0)))",3,40,200,"add(i0, mul(-1, r0))",2
707,3,"add(i0,sub(r2,add(r2,r0)))",3,40,300,"add(i0, mul(-1, r0))",2
708,3,"add(i0,sub(r2,add(r2,r0)))",3,60,100,"add(i0, mul(-1, r0))",2
709,3,"add(i0,sub(r2,add(r2,r0)))",3,60,200,"add(i0, mul(-1, r0))",2
710,3,"add(i0,sub(r2,add(r2,r0)))",3,60,300,"add(i0, mul(-1, r0))",2
711,3,"add(i0,sub(r2,add(r2,r0)))",4,20,100,"add(i0, mul(-1, r0))",2
712,3,"add(i0,sub(r2,add(r2,r0)))",4,20,200,"add(i0, mul(-1, r0))",2
713,3,"add(i0,sub(r2,add(r2,r0)))",4,20,300,"add(i0, mul(-1, r0))",2
714,3,"add(i0,sub(r2,add(r2,r0)))",4,40,100,"add(i0, mul(-1, r0))",2
715,3,"add(i0,sub(r2,add(r2,r0)))",4,40,200,"add(i0, mul(-1, r0))",2
716,3,"add(i0,sub(r2,add(r2,r0)))",4,40,300,"add(i0, mul(-1, r0))",2
717,3,"add(i0,sub(r2,add(r2,r0)))",4,60,100,"add(i0, mul(-1, r0))",2
718,3,"add(i0,sub(r2,add(r2,r0)))",4,60,200,"add(i0, mul(-1, r0))",2
719,3,"add(i0,sub(r2,add(r2,r0)))",4,60,300,"add(i0, mul(-1, r0))",2
720,3,"add(r2,sub(r2,add(r2,r0)))",0,20,100,"add(r2, mul(-1, r0))",2
721,3,"add(r2,sub(r2,add(r2,r0)))",0,20,200,"add(r2, mul(-1, r0))",2
722,3,"add(r2,sub(r2,add(r2,r0)))",0,20,300,"add(r2, mul(-1, r0))",2
723,3,"add(r2,sub(r2,add(r2,r0)))",0,40,100,"add(r2, mul(-1, r0))",2
724,3,"add(r2,sub(r2,add(r2,r0)))",0,40,200,"add(r2, mul(-1, r0))",2
725,3,"add(r2,sub(r2,add(r2,r0)))",0,40,300,"add(r2, mul(-1, r0))",2
726,3,"add(r2,sub(r2,add(r2,r0)))",0,60,100,"add(r2, mul(-1, r0))",2
727,3,"add(r2,sub(r2,add(r2,r0)))",0,60,200,"add(r2, mul(-1, r0))",2
728,3,"add(r2,sub(r2,add(r2,r0)))",0,60,300,"add(r2, mul(-1, r0))",2
729,3,"add(r2,sub(r2,add(r2,r0)))",1,20,100,"add(r2, mul(-1, r0))",2
730,3,"add(r2,sub(r2,add(r2,r0)))",1,20,200,"add(r2, mul(-1, r0))",2
731,3,"add(r2,sub(r2,add(r2,r0)))",1,20,300,"add(r2, mul(-1, r0))",2
732,3,"add(r2,sub(r2,add(r2,r0)))",1,40,100,"add(r2, mul(-1, r0))",2
733,3,"add(r2,sub(r2,add(r2,r0)))",1,40,200,"add(r2, mul(-1, r0))",2
734,3,"add(r2,sub(r2,add(r2,r0)))",1,40,300,"add(r2, mul(-1, r0))",2
735,3,"add(r2,sub(r2,add(r2,r0)))",1,60,100,"add(r2, mul(-1, r0))",2
736,3,"add(r2,sub(r2,add(r2,r0)))",1,60,200,"add(r2, mul(-1, r0))",2
737,3,"add(r2,sub(r2,add(r2,r0)))",1,60,300,"add(r2, mul(-1, r0))",2
738,3,"add(r2,sub(r2,add(r2,r0)))",2,20,100,"add(r2, mul(-1, r0))",2
739,3,"add(r2,sub(r2,add(r2,r0)))",2,20,200,"add(r2, mul(-1, r0))",2
740,3,"add(r2,sub(r2,add(r2,r0)))",2,20,300,"add(r2, mul(-1, r0))",2
741,3,"add(r2,sub(r2,add(r2,r0)))",2,40,100,"add(r2, mul(-1, r0))",2
742,3,"add(r2,sub(r2,add(r2,r0)))",2,40,200,"add(r2, mul(-1, r0))",2
743,3,"add(r2,sub(r2,add(r2,r0)))",2,40,300,"add(r2, mul(-1, r0))",2
744,3,"add(r2,sub(r2,add(r2,r0)))",2,60,100,"add(r2, mul(-1, r0))",2
745,3,"add(r2,sub(r2,add(r2,r0)))",2,60,200,"add(r2, mul(-1, r0))",2
746,3,"add(r2,sub(r2,add(r2,r0)))",2,60,300,"add(r2, mul(-1, r0))",2
747,3,"add(r2,sub(r2,add(r2,r0)))",3,20,100,"add(r2, mul(-1, r0))",2
748,3,"add(r2,sub(r2,add(r2,r0)))",3,20,200,"add(r2, mul(-1, r0))",2
749,3,"add(r2,sub(r2,add(r2,r0)))",3,20,300,"add(r2, mul(-1, r0))",2
750,3,"add(r2,sub(r2,add(r2,r0)))",3,40,100,"add(r2, mul(-1, r0))",2
751,3,"add(r2,sub(r2,add(r2,r0)))",3,40,200,"add(r2, mul(-1, r0))",2
752,3,"add(r2,sub(r2,add(r2,r0)))",3,40,300,"add(r2, mul(-1, r0))",2
753,3,"add(r2,sub(r2,add(r2,r0)))",3,60,100,"add(r2, mul(-1, r0))",2
754,3,"add(r2,sub(r2,add(r2,r0)))",3,60,200,"add(r2, mul(-1, r0))",2
755,3,"add(r2,sub(r2,add(r2,r0)))",3,60,300,"add(r2, mul(-1, r0))",2
756,3,"add(r2,sub(r2,add(r2,r0)))",4,20,100,"add(r2, mul(-1, r0))",2
757,3,"add(r2,sub(r2,add(r2,r0)))",4,20,200,"add(r2, mul(-1, r0))",2
758,3,"add(r2,sub(r2,add(r2,r0)))",4,20,300,"add(r2, mul(-1, r0))",2
759,3,"add(r2,sub(r2,add(r2,r0)))",4,40,100,"add(r2, mul(-1, r0))",2
760,3,"add(r2,sub(r2,add(r2,r0)))",4,40,200,"add(r2, mul(-1, r0))",2
761,3,"add(r2,sub(r2,add(r2,r0)))",4,40,300,"add(r2, mul(-1, r0))",2
762,3,"add(r2,sub(r2,add(r2,r0)))",4,60,100,"add(r2, mul(-1, r0))",2
763,3,"add(r2,sub(r2,add(r2,r0)))",4,60,200,"add(r2, mul(-1, r0))",2
764,3,"add(r2,sub(r2,add(r2,r0)))",4,60,300,"add(r2, mul(-1, r0))",2
765,3,"add(i0,sub(r2,add(r2,r0)))",0,20,100,"add(i0, mul(-1, r0))",2
766,3,"add(i0,sub(r2,add(r2,r0)))",0,20,200,"add(i0, mul(-1, r0))",2
767,3,"add(i0,sub(r2,add(r2,r0)))",0,20,300,"add(i0, mul(-1, r0))",2
768,3,"add(i0,sub(r2,add(r2,r0)))",0,40,100,"add(i0, mul(-1, r0))",2
769,3,"add(i0,sub(r2,add(r2,r0)))",0,40,200,"add(i0, mul(-1, r0))",2
770,3,"add(i0,sub(r2,add(r2,r0)))",0,40,300,"add(i0, mul(-1, r0))",2
771,3,"add(i0,sub(r2,add(r2,r0)))",0,60,100,"add(i0, mul(-1, r0))",2
772,3,"add(i0,sub(r2,add(r2,r0)))",0,60,200,"add(i0, mul(-1, r0))",2
773,3,"add(i0,sub(r2,add(r2,r0)))",0,60,300,"add(i0, mul(-1, r0))",2
774,3,"add(i0,sub(r2,add(r2,r0)))",1,20,100,"add(i0, mul(-1, r0))",2
775,3,"add(i0,sub(r2,add(r2,r0)))",1,20,200,"add(i0, mul(-1, r0))",2
776,3,"add(i0,sub(r2,add(r2,r0)))",1,20,300,"add(i0, mul(-1, r0))",2
777,3,"add(i0,sub(r2,add(r2,r0)))",1,40,100,"add(i0, mul(-1, r0))",2
778,3,"add(i0,sub(r2,add(r2,r0)))",1,40,200,"add(i0, mul(-1, r0))",2
779,3,"add(i0,sub(r2,add(r2,r0)))",1,40,300,"add(i0, mul(-1, r0))",2
780,3,"add(i0,sub(r2,add(r2,r0)))",1,60,100,"add(i0, mul(-1, r0))",2
781,3,"add(i0,sub(r2,add(r2,r0)))",1,60,200,"add(i0, mul(-1, r0))",2
782,3,"add(i0,sub(r2,add(r2,r0)))",1,60,300,"add(i0, mul(-1, r0))",2
783,3,"add(i0,sub(r2,add(r2,r0)))",2,20,100,"add(i0, mul(-1, r0))",2
784,3,"add(i0,sub(r2,add(r2,r0)))",2,20,200,"add(i0, mul(-1, r0))",2
785,3,"add(i0,sub(r2,add(r2,r0)))",2,20,300,"add(i0, mul(-1, r0))",2
786,3,"add(i0,sub(r2,add(r2,r0)))",2,40,100,"add(i0, mul(-1, r0))",2
787,3,"add(i0,sub(r2,add(r2,r0)))",2,40,200,"add(i0, mul(-1, r0))",2
788,3,"add(i0,sub(r2,add(r2,r0)))",2,40,300,"add(i0, mul(-1, r0))",2
789,3,"add(i0,sub(r2,add(r2,r0)))",2,60,100,"add(i0, mul(-1, r0))",2
790,3,"add(i0,sub(r2,add(r2,r0)))",2,60,200,"add(i0, mul(-1, r0))",2
791,3,"add(i0,sub(r2,add(r2,r0)))",2,60,300,"add(i0, mul(-1, r0))",2
792,3,"add(i0,sub(r2,add(r2,r0)))",3,20,100,"add(i0, mul(-1, r0))",2
793,3,"add(i0,sub(r2,add(r2,r0)))",3,20,200,"add(i0, mul(-1, r0))",2
794,3,"add(i0,sub(r2,add(r2,r0)))",3,20,300,"add(i0, mul(-1, r0))",2
795,3,"add(i0,sub(r2,add(r2,r0)))",3,40,100,"add(i0, mul(-1, r0))",2
796,3,"add(i0,sub(r2,add(r2,r0)))",3,40,200,"add(i0, mul(-1, r0))",2
797,3,"add(i0,sub(r2,add(r2,r0)))",3,40,300,"add(i0, mul(-1, r0))",2
798,3,"add(i0,sub(r2,add(r2,r0)))",3,60,100,"add(i0, mul(-1, r0))",2
799,3,"add(i0,sub(r2,add(r2,r0)))",3,60,200,"add(i0, mul(-1, r0))",2
800,3,"add(i0,sub(r2,add(r2,r0)))",3,60,300,"add(i0, mul(-1, r0))",2
801,3,"add(i0,sub(r2,add(r2,r0)))",4,20,100,"add(i0, mul(-1, r0))",2
802,3,"add(i0,sub(r2,add(r2,r0)))",4,20,200,"add(i0, mul(-1, r0))",2
803,3,"add(i0,sub(r2,add(r2,r0)))",4,20,300,"add(i0, mul(-1, r0))",2
804,3,"add(i0,sub(r2,add(r2,r0)))",4,40,100,"add(i0, mul(-1, r0))",2
805,3,"add(i0,sub(r2,add(r2,r0)))",4,40,200,"add(i0, mul(-1, r0))",2
806,3,"add(i0,sub(r2,add(r2,r0)))",4,40,300,"add(i0, mul(-1, r0))",2
807,3,"add(i0,sub(r2,add(r2,r0)))",4,60,100,"add(i0, mul(-1, r0))",2
808,3,"add(i0,sub(r2,add(r2,r0)))",4,60,200,"add(i0, mul(-1, r0))",2
809,3,"add(i0,sub(r2,add(r2,r0)))",4,60,300,"add(i0, mul(-1, r0))",2
810,1,"sub(r2,i0)",0,20,100,"add(r2, mul(-1, i0))",3
811,1,"sub(r2,i0)",0,20,200,"add(r2, mul(-1, i0))",3
812,1,"sub(r2,i0)",0,20,300,"add(r2, mul(-1, i0))",3
813,1,"sub(r2,i0)",0,40,100,"add(r2, mul(-1, i0))",3
814,1,"sub(r2,i0)",0,40,200,"add(r2, mul(-1, i0))",3
815,1,"sub(r2,i0)",0,40,300,"add(r2, mul(-1, i0))",3
816,1,"sub(r2,i0)",0,60,100,"add(r2, mul(-1, i0))",3
817,1,"sub(r2,i0)",0,60,200,"add(r2, mul(-1, i0))",3
818,1,"sub(r2,i0)",0,60,300,"add(r2, mul(-1, i0))",3
819,1,"sub(r2,i0)",1,20,100,"add(r2, mul(-1, i0))",3
820,1,"sub(r2,i0)",1,20,200,"add(r2, mul(-1, i0))",3
821,1,"sub(r2,i0)",1,20,300,"add(r2, mul(-1, i0))",3
822,1,"sub(r2,i0)",1,40,100,"add(r2, mul(-1, i0))",3
823,1,"sub(r2,i0)",1,40,200,"add(r2, mul(-1, i0))",3
824,1,"sub(r2,i0)",1,40,300,"add(r2, mul(-1, i0))",3
825,1,"sub(r2,i0)",1,60,100,"add(r2, mul(-1, i0))",3
826,1,"sub(r2,i0)",1,60,200,"add(r2, mul(-1, i0))",3
827,1,"sub(r2,i0)",1,60,300,"add(r2, mul(-1, i0))",3
828,1,"sub(r2,i0)",2,20,100,"add(r2, mul(-1, i0))",3
829,1,"sub(r2,i0)",2,20,200,"add(r2, mul(-1, i0))",3
830,1,"sub(r2,i0)",2,20,300,"add(r2, mul(-1, i0))",3
831,1,"sub(r2,i0)",2,40,100,"add(r2, mul(-1, i0))",3
832,1,"sub(r2,i0)",2,40,200,"add(r2, mul(-1, i0))",3
833,1,"sub(r2,i0)",2,40,300,"add(r2, mul(-1, i0))",3
834,1,"sub(r2,i0)",2,60,100,"add(r2, mul(-1, i0))",3
835,1,"sub(r2,i0)",2,60,200,"add(r2, mul(-1, i0))",3
836,1,"sub(r2,i0)",2,60,300,"add(r2, mul(-1, i0))",3
837,1,"sub(r2,i0)",3,20,100,"add(r2, mul(-1, i0))",3
838,1,"sub(r2,i0)",3,20,200,"add(r2, mul(-1, i0))",3
839,1,"sub(r2,i0)",3,20,300,"add(r2, mul(-1, i0))",3
840,1,"sub(r2,i0)",3,40,100,"add(r2, mul(-1, i0))",3
841,1,"sub(r2,i0)",3,40,200,"add(r2, mul(-1, i0))",3
842,1,"sub(r2,i0)",3,40,300,"add(r2, mul(-1, i0))",3
843,1,"sub(r2,i0)",3,60,100,"add(r2, mul(-1, i0))",3
844,1,"sub(r2,i0)",3,60,200,"add(r2, mul(-1, i0))",3
845,1,"sub(r2,i0)",3,60,300,"add(r2, mul(-1, i0))",3
846,1,"sub(r2,i0)",4,20,100,"add(r2, mul(-1, i0))",3
847,1,"sub(r2,i0)",4,20,200,"add(r2, mul(-1, i0))",3
848,1,"sub(r2,i0)",4,20,300,"add(r2, mul(-1, i0))",3
849,1,"sub(r2,i0)",4,40,100,"add(r2, mul(-1, i0))",3
850,1,"sub(r2,i0)",4,40,200,"add(r2, mul(-1, i0))",3
851,1,"sub(r2,i0)",4,40,300,"add(r2, mul(-1, i0))",3
852,1,"sub(r2,i0)",4,60,100,"add(r2, mul(-1, i0))",3
853,1,"sub(r2,i0)",4,60,200,"add(r2, mul(-1, i0))",3
854,1,"sub(r2,i0)",4,60,300,"add(r2, mul(-1, i0))",3
855,1,"sub(r1,i0)",0,20,100,"add(r1, mul(-1, i0))",3
856,1,"sub(r1,i0)",0,20,200,"add(r1, mul(-1, i0))",3
857,1,"sub(r1,i0)",0,20,300,"add(r1, mul(-1, i0))",3
858,1,"sub(r1,i0)",0,40,100,"add(r1, mul(-1, i0))",3
859,1,"sub(r1,i0)",0,40,200,"add(r1, mul(-1, i0))",3
860,1,"sub(r1,i0)",0,40,300,"add(r1, mul(-1, i0))",3
861,1,"sub(r1,i0)",0,60,100,"add(r1, mul(-1, i0))",3
862,1,"sub(r1,i0)",0,60,200,"add(r1, mul(-1, i0))",3
863,1,"sub(r1,i0)",0,60,300,"add(r1, mul(-1, i0))",3
864,1,"sub(r1,i0)",1,20,100,"add(r1, mul(-1, i0))",3
865,1,"sub(r1,i0)",1,20,200,"add(r1, mul(-1, i0))",3
866,1,"sub(r1,i0)",1,20,300,"add(r1, mul(-1, i0))",3
867,1,"sub(r1,i0)",1,40,100,"add(r1, mul(-1, i0))",3
868,1,"sub(r1,i0)",1,40,200,"add(r1, mul(-1, i0))",3
869,1,"sub(r1,i0)",1,40,300,"add(r1, mul(-1, i0))",3
870,1,"sub(r1,i0)",1,60,100,"add(r1, mul(-1, i0))",3
871,1,"sub(r1,i0)",1,60,200,"add(r1, mul(-1, i0))",3
872,1,"sub(r1,i0)",1,60,300,"add(r1, mul(-1, i0))",3
873,1,"sub(r1,i0)",2,20,100,"add(r1, mul(-1, i0))",3
874,1,"sub(r1,i0)",2,20,200,"add(r1, mul(-1, i0))",3
875,1,"sub(r1,i0)",2,20,300,"add(r1, mul(-1, i0))",3
876,1,"sub(r1,i0)",2,40,100,"add(r1, mul(-1, i0))",3
877,1,"sub(r1,i0)",2,40,200,"add(r1, mul(-1, i0))",3
878,1,"sub(r1,i0)",2,40,300,"add(r1, mul(-1, i0))",3
879,1,"sub(r1,i0)",2,60,100,"add(r1, mul(-1, i0))",3
880,1,"sub(r1,i0)",2,60,200,"add(r1, mul(-1, i0))",3
881,1,"sub(r1,i0)",2,60,300,"add(r1, mul(-1, i0))",3
882,1,"sub(r1,i0)",3,20,100,"add(r1, mul(-1, i0))",3
883,1,"sub(r1,i0)",3,20,200,"add(r1, mul(-1, i0))",3
884,1,"sub(r1,i0)",3,20,300,"add(r1, mul(-1, i0))",3
885,1,"sub(r1,i0)",3,40,100,"add(r1, mul(-1, i0))",3
886,1,"sub(r1,i0)",3,40,200,"add(r1, mul(-1, i0))",3
887,1,"sub(r1,i0)",3,40,300,"add(r1, mul(-1, i0))",3
888,1,"sub(r1,i0)",3,60,100,"add(r1, mul(-1, i0))",3
889,1,"sub(r1,i0)",3,60,200,"add(r1, mul(-1, i0))",3
890,1,"sub(r1,i0)",3,60,300,"add(r1, mul(-1, i0))",3
891,1,"sub(r1,i0)",4,20,100,"add(r1, mul(-1, i0))",3
892,1,"sub(r1,i0)",4,20,200,"add(r1, mul(-1, i0))",3
893,1,"sub(r1,i0)",4,20,300,"add(r1, mul(-1, i0))",3
894,1,"sub(r1,i0)",4,40,100,"add(r1, mul(-1, i0))",3
895,1,"sub(r1,i0)",4,40,200,"add(r1, mul(-1, i0))",3
896,1,"sub(r1,i0)",4,40,300,"add(r1, mul(-1, i0))",3
897,1,"sub(r1,i0)",4,60,100,"add(r1, mul(-1, i0))",3
898,1,"sub(r1,i0)",4,60,200,"add(r1, mul(-1, i0))",3
899,1,"sub(r1,i0)",4,60,300,"add(r1, mul(-1, i0))",3
900,1,"mul(r2,i0)",0,20,100,"mul(i0, r2)",3
901,1,"mul(r2,i0)",0,20,200,"mul(i0, r2)",3
902,1,"mul(r2,i0)",0,20,300,"mul(i0, r2)",3
903,1,"mul(r2,i0)",0,40,100,"mul(i0, r2)",3
904,1,"mul(r2,i0)",0,40,200,"mul(i0, r2)",3
905,1,"mul(r2,i0)",0,40,300,"mul(i0, r2)",3
906,1,"mul(r2,i0)",0,60,100,"mul(i0, r2)",3
907,1,"mul(r2,i0)",0,60,200,"mul(i0, r2)",3
908,1,"mul(r2,i0)",0,60,300,"mul(i0, r2)",3
909,1,"mul(r2,i0)",1,20,100,"mul(i0, r2)",3
910,1,"mul(r2,i0)",1,20,200,"mul(i0, r2)",3
911,1,"mul(r2,i0)",1,20,300,"mul(i0, r2)",3
912,1,"mul(r2,i0)",1,40,100,"mul(i0, r2)",3
913,1,"mul(r2,i0)",1,40,200,"mul(i0, r2)",3
914,1,"mul(r2,i0)",1,40,300,"mul(i0, r2)",3
915,1,"mul(r2,i0)",1,60,100,"mul(i0, r2)",3
916,1,"mul(r2,i0)",1,60,200,"mul(i0, r2)",3
917,1,"mul(r2,i0)",1,60,300,"mul(i0, r2)",3
918,1,"mul(r2,i0)",2,20,100,"mul(i0, r2)",3
919,1,"mul(r2,i0)",2,20,200,"mul(i0, r2)",3
920,1,"mul(r2,i0)",2,20,300,"mul(i0, r2)",3
921,1,"mul(r2,i0)",2,40,100,"mul(i0, r2)",3
922,1,"mul(r2,i0)",2,40,200,"mul(i0, r2)",3
923,1,"mul(r2,i0)",2,40,300,"mul(i0, r2)",3
924,1,"mul(r2,i0)",2,60,100,"mul(i0, r2)",3
925,1,"mul(r2,i0)",2,60,200,"mul(i0, r2)",3
926,1,"mul(r2,i0)",2,60,300,"mul(i0, r2)",3
927,1,"mul(r2,i0)",3,20,100,"mul(i0, r2)",3
928,1,"mul(r2,i0)",3,20,200,"mul(i0, r2)",3
929,1,"mul(r2,i0)",3,20,300,"mul(i0, r2)",3
930,1,"mul(r2,i0)",3,40,100,"mul(i0, r2)",3
931,1,"mul(r2,i0)",3,40,200,"mul(i0, r2)",3
932,1,"mul(r2,i0)",3,40,300,"mul(i0, r2)",3
933,1,"mul(r2,i0)",3,60,100,"mul(i0, r2)",3
934,1,"mul(r2,i0)",3,60,200,"mul(i0, r2)",3
935,1,"mul(r2,i0)",3,60,300,"mul(i0, r2)",3
936,1,"mul(r2,i0)",4,20,100,"mul(i0, r2)",3
937,1,"mul(r2,i0)",4,20,200,"mul(i0, r2)",3
938,1,"mul(r2,i0)",4,20,300,"mul(i0, r2)",3
939,1,"mul(r2,i0)",4,40,100,"mul(i0, r2)",3
940,1,"mul(r2,i0)",4,40,200,"mul(i0, r2)",3
941,1,"mul(r2,i0)",4,40,300,"mul(i0, r2)",3
942,1,"mul(r2,i0)",4,60,100,"mul(i0, r2)",3
943,1,"mul(r2,i0)",4,60,200,"mul(i0, r2)",3
944,1,"mul(r2,i0)",4,60,300,"mul(i0, r2)",3
945,2,"add(r2,add(r1,i2))",0,20,100,"add(9, r2)",3
946,2,"add(r2,add(r1,i2))",0,20,200,"add(r2, add(i1, i2))",3
947,2,"add(r2,add(r1,i2))",0,20,300,"add(r2, add(i1, i2))",3
948,2,"add(r2,add(r1,i2))",0,40,100,"add(r2, add(i2, r1))",3
949,2,"add(r2,add(r1,i2))",0,40,200,"add(r2, add(i2, r1))",3
950,2,"add(r2,add(r1,i2))",0,40,300,"add(r2, add(i2, r1))",3
951,2,"add(r2,add(r1,i2))",0,60,100,"add(r2, mul(2, i2))",3
952,2,"add(r2,add(r1,i2))",0,60,200,"add(8, add(r1, i2))",3
953,2,"add(r2,add(r1,i2))",0,60,300,"add(i2, add(r1, r2))",3
954,2,"add(r2,add(r1,i2))",1,20,100,"add(i2, add(i1, r2))",3
955,2,"add(r2,add(r1,i2))",1,20,200,"add(i2, add(i1, r2))",3
956,2,"add(r2,add(r1,i2))",1,20,300,"add(i2, add(i1, r2))",3
957,2,"add(r2,add(r1,i2))",1,40,100,"add(8, i2)",3
958,2,"add(r2,add(r1,i2))",1,40,200,"add(5, add(r2, i2))",3
959,2,"add(r2,add(r1,i2))",1,40,300,"add(r1, add(r2, i2))",3
960,2,"add(r2,add(r1,i2))",1,60,100,"add(r1, add(r2, r0))",3
961,2,"add(r2,add(r1,i2))",1,60,200,"add(r2, add(r1, i2))",3
962,2,"add(r2,add(r1,i2))",1,60,300,"add(r2, add(r1, i2))",3
963,2,"add(r2,add(r1,i2))",2,20,100,"add(r1, add(r2, i2))",3
964,2,"add(r2,add(r1,i2))",2,20,200,"add(r1, add(r2, i2))",3
965,2,"add(r2,add(r1,i2))",2,20,300,"add(r1, add(r2, i2))",3
966,2,"add(r2,add(r1,i2))",2,40,100,"add(r1, r2)",3
967,2,"add(r2,add(r1,i2))",2,40,200,"add(r0, add(r1, r2))",3
968,2,"add(r2,add(r1,i2))",2,40,300,"add(3, add(i2, r1))",3
969,2,"add(r2,add(r1,i2))",2,60,100,"add(8, i2)",3
970,2,"add(r2,add(r1,i2))",2,60,200,"add(i2, add(r2, r1))",3
971,2,"add(r2,add(r1,i2))",2,60,300,"add(i2, add(r2, r1))",3
972,2,"add(r2,add(r1,i2))",3,20,100,"add(r1, add(r2, i2))",3
973,2,"add(r2,add(r1,i2))",3,20,200,"add(r1, add(r2, i2))",3
974,2,"add(r2,add(r1,i2))",3,20,300,"add(r1, add(r2, i2))",3
975,2,"add(r2,add(r1,i2))",3,40,100,"add(8, i2)",3
976,2,"add(r2,add(r1,i2))",3,40,200,"add(4, add(i2, r2))",3
977,2,"add(r2,add(r1,i2))",3,40,300,"add(r2, add(r1, i2))",3
978,2,"add(r2,add(r1,i2))",3,60,100,"add(r0, add(r1, r2))",3
979,2,"add(r2,add(r1,i2))",3,60,200,"add(r2, mul(2, i2))",3
980,2,"add(r2,add(r1,i2))",3,60,300,"add(r1, add(i2, r2))",3
